Unix;Rok;Miesiac;Dzien miesiaca;Dzien tygodnia;Godzina;Minuta;Temperatura w C;Wiatr km/h;Wiatr kierunek;Cisnienie hpa
1171722600;2007;2;17;sobota;15;30;4;31;SE;1027
1171729800;2007;2;17;sobota;17;30;3;25;ESE;1026
1171733400;2007;2;17;sobota;18;30;2;25;ESE;1026
1171735200;2007;2;17;sobota;19;00;1;25;SE;1026
1171740600;2007;2;17;sobota;20;30;0;24;SE;1025
1171746000;2007;2;17;sobota;22;00;0;24;SE;1024
1171751400;2007;2;17;sobota;23;30;-1;24;SE;1023
1171787400;2007;2;18;niedziela;09;30;1;7;S;1017
1171791000;2007;2;18;niedziela;10;30;3;12;S;1016
1171798200;2007;2;18;niedziela;12;30;7;20;SSW;1014
1171800000;2007;2;18;niedziela;13;00;8;22;SSW;1014
1171803600;2007;2;18;niedziela;14;00;9;16;SSW;1013
1171809000;2007;2;18;niedziela;15;30;9;16;SW;1012
1172248200;2007;2;23;pi±tek;17;30;-6;33;E;1021
1172250000;2007;2;23;pi±tek;18;00;-6;31;ESE;1021
1172255400;2007;2;23;pi±tek;19;30;-6;37;ESE;1021
1172257200;2007;2;23;pi±tek;20;00;-6;35;ESE;1021
1172262600;2007;2;23;pi±tek;21;30;-6;33;ESE;1021
1172264400;2007;2;23;pi±tek;22;00;-6;31;ESE;1021
1172269800;2007;2;23;pi±tek;23;30;-6;33;ESE;1021
1172277000;2007;2;24;sobota;01;30;-7;29;ESE;1020
1172278800;2007;2;24;sobota;02;00;-7;29;ESE;1019
1172284200;2007;2;24;sobota;03;30;-7;29;ESE;1019
1172286000;2007;2;24;sobota;04;00;-7;29;ESE;1018
1172291400;2007;2;24;sobota;05;30;-7;25;ESE;1018
1172293200;2007;2;24;sobota;06;00;-7;33;ESE;1017
1172298600;2007;2;24;sobota;07;30;-7;22;SE;1016
1172300400;2007;2;24;sobota;08;00;-7;31;ESE;1016
1172305800;2007;2;24;sobota;09;30;-6;33;SE;1016
1172307600;2007;2;24;sobota;10;00;-6;29;SE;1016
1172313000;2007;2;24;sobota;11;30;-5;31;ESE;1015
1172314800;2007;2;24;sobota;12;00;-4;29;ESE;1015
1172325600;2007;2;24;sobota;15;00;-2;33;ESE;1012
1172329200;2007;2;24;sobota;16;00;-2;31;ESE;1012
1172332800;2007;2;24;sobota;17;00;-2;29;ESE;1012
1172336400;2007;2;24;sobota;18;00;-2;27;ESE;1012
1172345400;2007;2;24;sobota;20;30;-2;33;ESE;1010
1172347200;2007;2;24;sobota;21;00;-2;33;ESE;1010
1172352600;2007;2;24;sobota;22;30;-3;27;ESE;1010
1172354400;2007;2;24;sobota;23;00;-3;25;SE;1010
1172361600;2007;2;25;niedziela;01;00;-2;25;SE;1009
1172365200;2007;2;25;niedziela;02;00;-2;20;SE;1008
1172368800;2007;2;25;niedziela;03;00;-2;18;SE;1008
1172372400;2007;2;25;niedziela;04;00;-2;20;ESE;1007
1172376000;2007;2;25;niedziela;05;00;-1;16;SE;1007
1172379600;2007;2;25;niedziela;06;00;-1;16;SE;1007
1172383200;2007;2;25;niedziela;07;00;0;14;SE;1006
1172386800;2007;2;25;niedziela;08;00;0;14;SE;1006
1172390400;2007;2;25;niedziela;09;00;1;18;SE;1006
1172395800;2007;2;25;niedziela;10;30;2;12;SE;1006
1172397600;2007;2;25;niedziela;11;00;2;14;ESE;1005
1172406600;2007;2;25;niedziela;13;30;4;29;ESE;1004
1172410200;2007;2;25;niedziela;14;30;5;22;SE;1004
1172412000;2007;2;25;niedziela;15;00;5;14;SE;1004
1172853000;2007;3;2;pi±tek;17;30;5;16;WNW;999
1172856600;2007;3;2;pi±tek;18;30;5;9;W;1001
1172860200;2007;3;2;pi±tek;19;30;5;11;WSW;1001
1172863800;2007;3;2;pi±tek;20;30;5;12;W;1002
1172867400;2007;3;2;pi±tek;21;30;4;11;WNW;1002
1172869200;2007;3;2;pi±tek;22;00;5;16;W;1003
1172874600;2007;3;2;pi±tek;23;30;4;14;W;1004
1172880000;2007;3;3;sobota;01;00;4;14;W;1004
1172883600;2007;3;3;sobota;02;00;4;16;W;1005
1172887200;2007;3;3;sobota;03;00;4;14;W;1005
1172890800;2007;3;3;sobota;04;00;4;11;W;1005
1172894400;2007;3;3;sobota;05;00;3;9;WSW;1005
1172898000;2007;3;3;sobota;06;00;2;7;SW;1004
1172901600;2007;3;3;sobota;07;00;2;9;SW;1004
1172905200;2007;3;3;sobota;08;00;3;5;S;1004
1172908800;2007;3;3;sobota;09;00;4;11;SSW;1004
1172912400;2007;3;3;sobota;10;00;5;14;SSW;1003
1172916000;2007;3;3;sobota;11;00;5;12;SSE;1003
1172921400;2007;3;3;sobota;12;30;6;11;SSE;1002
1172923200;2007;3;3;sobota;13;00;6;12;SSE;1001
1172926800;2007;3;3;sobota;14;00;7;12;SE;1001
1172935800;2007;3;3;sobota;16;30;6;16;ESE;1001
1172937600;2007;3;3;sobota;17;00;5;12;E;1001
1172943000;2007;3;3;sobota;18;30;4;7;NE;1003
1172944800;2007;3;3;sobota;19;00;4;9;NE;1003
1172950200;2007;3;3;sobota;20;30;5;7;ENE;1004
1172952000;2007;3;3;sobota;21;00;4;7;NE;1005
1172957400;2007;3;3;sobota;22;30;4;7;NNE;1007
1172959200;2007;3;3;sobota;23;00;4;7;N;1008
1172968200;2007;3;4;niedziela;01;30;3;11;NNW;1011
1172971800;2007;3;4;niedziela;02;30;2;11;NNW;1012
1172973600;2007;3;4;niedziela;03;00;1;9;NW;1013
1172979000;2007;3;4;niedziela;04;30;1;9;WNW;1014
1172980800;2007;3;4;niedziela;05;00;1;9;WNW;1015
1172986200;2007;3;4;niedziela;06;30;2;12;WNW;1016
1172988000;2007;3;4;niedziela;07;00;2;14;WNW;1017
1172993400;2007;3;4;niedziela;08;30;3;18;WNW;1019
1173009600;2007;3;4;niedziela;13;00;6;14;NW;1021
1173015000;2007;3;4;niedziela;14;30;7;16;WNW;1021
1173018600;2007;3;4;niedziela;15;30;7;16;WNW;1021
1173457800;2007;3;9;pi±tek;17;30;10;5;SSW;1023
1173459600;2007;3;9;pi±tek;18;00;10;5;SSW;1023
1173465000;2007;3;9;pi±tek;19;30;6;5;S;1023
1173474000;2007;3;9;pi±tek;22;00;6;9;S;1023
1173479400;2007;3;9;pi±tek;23;30;5;3;S;1023
1173486600;2007;3;10;sobota;01;30;1;5;S;1024
1173488400;2007;3;10;sobota;02;00;2;3;SSW;1024
1173493800;2007;3;10;sobota;03;30;3;1;W;1024
1173495600;2007;3;10;sobota;04;00;2;1;W;1024
1173501000;2007;3;10;sobota;05;30;1;5;WNW;1025
1173502800;2007;3;10;sobota;06;00;3;3;W;1025
1173508200;2007;3;10;sobota;07;30;4;3;WSW;1026
1173510000;2007;3;10;sobota;08;00;5;9;WSW;1027
1173515400;2007;3;10;sobota;09;30;6;14;NW;1028
1173524400;2007;3;10;sobota;12;00;7;12;NW;1030
1173529800;2007;3;10;sobota;13;30;9;29;NW;1030
1173531600;2007;3;10;sobota;14;00;9;20;NW;1031
1173537000;2007;3;10;sobota;15;30;8;20;NW;1031
1173538800;2007;3;10;sobota;16;00;8;18;NW;1031
1173542400;2007;3;10;sobota;17;00;8;12;NNW;1032
1173546000;2007;3;10;sobota;18;00;4;11;NW;1032
1173549600;2007;3;10;sobota;19;00;5;5;WSW;1033
1173553200;2007;3;10;sobota;20;00;3;11;WSW;1033
1173556800;2007;3;10;sobota;21;00;3;9;WSW;1033
1173565800;2007;3;10;sobota;23;30;2;9;WSW;1033
1173571200;2007;3;11;niedziela;01;00;1;11;SW;1032
1173574800;2007;3;11;niedziela;02;00;1;9;SW;1032
1173578400;2007;3;11;niedziela;03;00;1;9;SW;1032
1173582000;2007;3;11;niedziela;04;00;1;12;WSW;1032
1173585600;2007;3;11;niedziela;05;00;1;12;SW;1032
1173589200;2007;3;11;niedziela;06;00;2;11;SW;1032
1173592800;2007;3;11;niedziela;07;00;2;20;SW;1032
1173598200;2007;3;11;niedziela;08;30;5;20;WSW;1031
1173600000;2007;3;11;niedziela;09;00;5;16;W;1031
1173605400;2007;3;11;niedziela;10;30;7;20;W;1030
1173612600;2007;3;11;niedziela;12;30;9;14;WSW;1031
1173616200;2007;3;11;niedziela;13;30;10;18;W;1030
1173618000;2007;3;11;niedziela;14;00;11;22;W;1030
1173623400;2007;3;11;niedziela;15;30;12;27;W;1030
1174062600;2007;3;16;pi±tek;17;30;11;14;W;1019
1174064400;2007;3;16;pi±tek;18;00;10;24;W;1019
1174068000;2007;3;16;pi±tek;19;00;10;9;W;1019
1174073400;2007;3;16;pi±tek;20;30;9;14;W;1018
1174075200;2007;3;16;pi±tek;21;00;9;11;W;1018
1174078800;2007;3;16;pi±tek;22;00;9;12;W;1017
1174084200;2007;3;16;pi±tek;23;30;8;7;W;1016
1174089600;2007;3;17;sobota;01;00;7;12;SW;1014
1174095000;2007;3;17;sobota;02;30;7;16;SW;1012
1174096800;2007;3;17;sobota;03;00;8;16;SW;1012
1174102200;2007;3;17;sobota;04;30;8;14;WSW;1009
1174104000;2007;3;17;sobota;05;00;8;27;W;1009
1174109400;2007;3;17;sobota;06;30;5;18;WSW;1008
1174111200;2007;3;17;sobota;07;00;6;24;WSW;1007
1174116600;2007;3;17;sobota;08;30;6;29;W;1007
1174118400;2007;3;17;sobota;09;00;6;29;W;1007
1174123800;2007;3;17;sobota;10;30;5;31;WNW;1007
1174125600;2007;3;17;sobota;11;00;5;29;NW;1008
1174131000;2007;3;17;sobota;12;30;6;24;W;1007
1174134600;2007;3;17;sobota;13;30;7;31;W;1007
1174136400;2007;3;17;sobota;14;00;8;31;W;1006
1174141800;2007;3;17;sobota;15;30;7;29;NW;1006
1174143600;2007;3;17;sobota;16;00;5;42;WNW;1007
1174147200;2007;3;17;sobota;17;00;6;35;WNW;1006
1174152600;2007;3;17;sobota;18;30;6;24;WNW;1007
1174156200;2007;3;17;sobota;19;30;6;12;W;1008
1174158000;2007;3;17;sobota;20;00;6;12;W;1008
1174163400;2007;3;17;sobota;21;30;5;12;WSW;1008
1174165200;2007;3;17;sobota;22;00;5;12;WSW;1008
1174168800;2007;3;17;sobota;23;00;5;18;W;1008
1174197600;2007;3;18;niedziela;07;00;8;18;SW;1000
1174203000;2007;3;18;niedziela;08;30;8;24;SSW;998
1174204800;2007;3;18;niedziela;09;00;9;24;WSW;997
1174208400;2007;3;18;niedziela;10;00;9;33;WSW;996
1174212000;2007;3;18;niedziela;11;00;9;37;WSW;995
1174215600;2007;3;18;niedziela;12;00;9;33;WSW;994
1174219200;2007;3;18;niedziela;13;00;9;37;WSW;993
1174224600;2007;3;18;niedziela;14;30;9;16;SW;991
1174226400;2007;3;18;niedziela;15;00;10;25;WSW;991
1175268600;2007;3;30;pi±tek;17;30;13;18;ESE;1016
1175270400;2007;3;30;pi±tek;18;00;12;14;E;1016
1175274000;2007;3;30;pi±tek;19;00;11;16;E;1016
1175288400;2007;3;30;pi±tek;23;00;8;12;E;1018
1175319000;2007;3;31;sobota;07;30;3;9;E;1021
1175320800;2007;3;31;sobota;08;00;5;12;E;1021
1175328000;2007;3;31;sobota;10;00;8;16;E;1022
1175331600;2007;3;31;sobota;11;00;12;20;ESE;1023
1175346000;2007;3;31;sobota;15;00;15;24;E;1023
1175351400;2007;3;31;sobota;16;30;15;25;E;1023
1175353200;2007;3;31;sobota;17;00;15;25;E;1023
1175360400;2007;3;31;sobota;19;00;13;14;E;1025
1175364000;2007;3;31;sobota;20;00;12;7;ENE;1025
1175369400;2007;3;31;sobota;21;30;7;9;ENE;1026
1175371200;2007;3;31;sobota;22;00;7;9;NE;1026
1175376600;2007;3;31;sobota;23;30;6;14;NE;1026
1175382000;2007;4;1;niedziela;01;00;5;7;NE;1027
1175385600;2007;4;1;niedziela;02;00;5;7;ENE;1028
1175389200;2007;4;1;niedziela;03;00;5;7;ENE;1028
1175392800;2007;4;1;niedziela;04;00;4;5;NE;1028
1175398200;2007;4;1;niedziela;05;30;3;5;NE;1028
1175400000;2007;4;1;niedziela;06;00;3;5;NE;1029
1175403600;2007;4;1;niedziela;07;00;3;5;NE;1029
1175407200;2007;4;1;niedziela;08;00;4;5;NE;1030
1175410800;2007;4;1;niedziela;09;00;7;9;ENE;1030
1175414400;2007;4;1;niedziela;10;00;10;9;E;1031
1175423400;2007;4;1;niedziela;12;30;14;12;E;1032
1175425200;2007;4;1;niedziela;13;00;15;11;E;1032
1175430600;2007;4;1;niedziela;14;30;17;16;E;1031
1175432400;2007;4;1;niedziela;15;00;16;18;ESE;1031
1175781600;2007;4;5;czwartek;16;00;11;31;W;1010
1175787000;2007;4;5;czwartek;17;30;12;29;W;1009
1175790600;2007;4;5;czwartek;18;30;12;22;W;1009
1175792400;2007;4;5;czwartek;19;00;11;22;W;1009
1175797800;2007;4;5;czwartek;20;30;10;25;W;1010
1175799600;2007;4;5;czwartek;21;00;10;25;W;1010
1175805000;2007;4;5;czwartek;22;30;9;22;W;1010
1175806800;2007;4;5;czwartek;23;00;8;22;W;1010
1175814000;2007;4;6;pi±tek;01;00;8;25;W;1011
1175819400;2007;4;6;pi±tek;02;30;8;24;WNW;1012
1175828400;2007;4;6;pi±tek;05;00;8;27;WNW;1013
1175833800;2007;4;6;pi±tek;06;30;8;27;WNW;1013
1175835600;2007;4;6;pi±tek;07;00;8;24;WNW;1014
1175841000;2007;4;6;pi±tek;08;30;8;20;W;1014
1175842800;2007;4;6;pi±tek;09;00;9;29;WNW;1014
1175848200;2007;4;6;pi±tek;10;30;9;22;W;1015
1175850000;2007;4;6;pi±tek;11;00;10;33;WNW;1015
1175855400;2007;4;6;pi±tek;12;30;10;29;NW;1016
1175857200;2007;4;6;pi±tek;13;00;10;31;WNW;1016
1175862600;2007;4;6;pi±tek;14;30;10;29;W;1016
1175864400;2007;4;6;pi±tek;15;00;11;31;WNW;1016
1175868000;2007;4;6;pi±tek;16;00;11;24;W;1015
1175871600;2007;4;6;pi±tek;17;00;12;18;WNW;1015
1175875200;2007;4;6;pi±tek;18;00;11;22;NNW;1016
1175882400;2007;4;6;pi±tek;20;00;8;14;NNW;1017
1175886000;2007;4;6;pi±tek;21;00;5;9;NW;1018
1175889600;2007;4;6;pi±tek;22;00;4;9;NW;1019
1175893200;2007;4;6;pi±tek;23;00;2;7;NW;1019
1175900400;2007;4;7;sobota;01;00;2;3;WSW;1019
1175923800;2007;4;7;sobota;07;30;3;7;WNW;1019
1175925600;2007;4;7;sobota;08;00;3;5;WNW;1019
1175929200;2007;4;7;sobota;09;00;6;11;W;1018
1175932800;2007;4;7;sobota;10;00;7;16;W;1018
1175936400;2007;4;7;sobota;11;00;6;24;WNW;1019
1175950800;2007;4;7;sobota;15;00;8;24;NW;1019
1175954400;2007;4;7;sobota;16;00;8;27;NW;1019
1175958000;2007;4;7;sobota;17;00;9;27;WNW;1019
1175961600;2007;4;7;sobota;18;00;9;27;NW;1019
1175965200;2007;4;7;sobota;19;00;8;20;NW;1019
1175972400;2007;4;7;sobota;21;00;4;5;W;1020
1175976000;2007;4;7;sobota;22;00;3;7;WSW;1020
1175979600;2007;4;7;sobota;23;00;2;7;WSW;1019
1176008400;2007;4;8;niedziela;07;00;5;20;W;1017
1176012000;2007;4;8;niedziela;08;00;6;31;WNW;1018
1176015600;2007;4;8;niedziela;09;00;7;33;NW;1018
1176019200;2007;4;8;niedziela;10;00;8;35;NW;1019
1176022800;2007;4;8;niedziela;11;00;9;27;NW;1019
1176026400;2007;4;8;niedziela;12;00;10;29;WNW;1020
1176031800;2007;4;8;niedziela;13;30;10;25;WNW;1020
1176033600;2007;4;8;niedziela;14;00;10;24;W;1020
1176049800;2007;4;8;niedziela;18;30;9;24;WNW;1018
1176051600;2007;4;8;niedziela;19;00;9;18;WNW;1018
1176060600;2007;4;8;niedziela;21;30;7;11;WSW;1018
1176062400;2007;4;8;niedziela;22;00;7;9;WSW;1018
1176067800;2007;4;8;niedziela;23;30;7;16;SW;1016
1176100200;2007;4;9;poniedzia³ek;08;30;10;25;WSW;1009
1176102000;2007;4;9;poniedzia³ek;09;00;10;29;W;1009
1176105600;2007;4;9;poniedzia³ek;10;00;11;27;WSW;1009
1176118200;2007;4;9;poniedzia³ek;13;30;12;24;WNW;1009
1176120000;2007;4;9;poniedzia³ek;14;00;12;33;W;1009
1176125400;2007;4;9;poniedzia³ek;15;30;12;25;WNW;1010
1176129000;2007;4;9;poniedzia³ek;16;30;12;35;W;1009
1176132600;2007;4;9;poniedzia³ek;17;30;12;29;WNW;1010
1176134400;2007;4;9;poniedzia³ek;18;00;12;27;W;1010
1176139800;2007;4;9;poniedzia³ek;19;30;11;25;W;1010
1176141600;2007;4;9;poniedzia³ek;20;00;11;29;W;1011
1176147000;2007;4;9;poniedzia³ek;21;30;9;27;WNW;1012
1176148800;2007;4;9;poniedzia³ek;22;00;9;25;W;1011
1176154200;2007;4;9;poniedzia³ek;23;30;9;20;W;1012
1176161400;2007;4;10;wtorek;01;30;8;16;W;1012
1176163200;2007;4;10;wtorek;02;00;8;16;W;1012
1176168600;2007;4;10;wtorek;03;30;9;18;W;1012
1176170400;2007;4;10;wtorek;04;00;9;11;W;1012
1176175800;2007;4;10;wtorek;05;30;8;11;W;1012
1176177600;2007;4;10;wtorek;06;00;8;11;W;1012
1176183000;2007;4;10;wtorek;07;30;9;20;W;1012
1176184800;2007;4;10;wtorek;08;00;9;14;W;1012
1176190200;2007;4;10;wtorek;09;30;9;14;W;1012
1176192000;2007;4;10;wtorek;10;00;9;14;W;1012
1176197400;2007;4;10;wtorek;11;30;11;27;W;1012
1176204600;2007;4;10;wtorek;13;30;10;24;W;1012
1176206400;2007;4;10;wtorek;14;00;10;18;W;1012
1176211800;2007;4;10;wtorek;15;30;12;24;WNW;1013
1176213600;2007;4;10;wtorek;16;00;13;25;W;1012
1176561000;2007;4;14;sobota;16;30;21;14;E;1026
1176562800;2007;4;14;sobota;17;00;21;12;ENE;1026
1176573600;2007;4;14;sobota;20;00;17;5;ENE;1026
1176577200;2007;4;14;sobota;21;00;13;7;E;1027
1176580800;2007;4;14;sobota;22;00;14;14;E;1027
1176584400;2007;4;14;sobota;23;00;13;12;E;1027
1176591600;2007;4;15;niedziela;01;00;11;22;E;1028
1176595200;2007;4;15;niedziela;02;00;10;14;E;1028
1176598800;2007;4;15;niedziela;03;00;9;12;ENE;1028
1176602400;2007;4;15;niedziela;04;00;7;5;NE;1028
1176606000;2007;4;15;niedziela;05;00;5;1;;1028
1176609600;2007;4;15;niedziela;06;00;6;1;N;1029
1176613200;2007;4;15;niedziela;07;00;7;1;NNE;1029
1176616800;2007;4;15;niedziela;08;00;9;7;ENE;1029
1176624000;2007;4;15;niedziela;10;00;13;7;NE;1029
1176629400;2007;4;15;niedziela;11;30;15;12;E;1029
1176631200;2007;4;15;niedziela;12;00;16;14;E;1029
1176636600;2007;4;15;niedziela;13;30;17;20;E;1028
1176638400;2007;4;15;niedziela;14;00;18;14;E;1028
1176643800;2007;4;15;niedziela;15;30;19;22;E;1028
1177097400;2007;4;20;pi±tek;21;30;7;24;WNW;1018
1177099200;2007;4;20;pi±tek;22;00;6;25;WNW;1018
1177102800;2007;4;20;pi±tek;23;00;6;20;WNW;1018
1177110000;2007;4;21;sobota;01;00;5;16;NW;1019
1177113600;2007;4;21;sobota;02;00;2;9;WNW;1020
1177117200;2007;4;21;sobota;03;00;1;9;W;1020
1177120800;2007;4;21;sobota;04;00;0;11;W;1020
1177124400;2007;4;21;sobota;05;00;0;7;W;1021
1177128000;2007;4;21;sobota;06;00;-1;11;W;1021
1177131600;2007;4;21;sobota;07;00;2;12;W;1021
1177135200;2007;4;21;sobota;08;00;4;16;WNW;1022
1177142400;2007;4;21;sobota;10;00;8;22;WNW;1022
1177146000;2007;4;21;sobota;11;00;8;24;WNW;1023
1177149600;2007;4;21;sobota;12;00;9;12;WNW;1023
1177153200;2007;4;21;sobota;13;00;10;27;WNW;1022
1177162200;2007;4;21;sobota;15;30;11;22;NNW;1022
1177165800;2007;4;21;sobota;16;30;11;12;NW;1022
1177167600;2007;4;21;sobota;17;00;11;12;NW;1022
1177171200;2007;4;21;sobota;18;00;12;14;NW;1022
1177174800;2007;4;21;sobota;19;00;11;14;NW;1022
1177178400;2007;4;21;sobota;20;00;8;14;NW;1022
1177183800;2007;4;21;sobota;21;30;7;5;NNW;1023
1177185600;2007;4;21;sobota;22;00;5;9;N;1024
1177191000;2007;4;21;sobota;23;30;4;7;NNE;1024
1177198200;2007;4;22;niedziela;01;30;0;0;;1025
1177200000;2007;4;22;niedziela;02;00;0;0;;1025
1177205400;2007;4;22;niedziela;03;30;-2;0;;1026
1177207200;2007;4;22;niedziela;04;00;-2;3;N;1026
1177212600;2007;4;22;niedziela;05;30;-2;0;;1027
1177214400;2007;4;22;niedziela;06;00;-3;1;NE;1027
1177219800;2007;4;22;niedziela;07;30;4;0;;1027
1177221600;2007;4;22;niedziela;08;00;6;7;SE;1028
1177227000;2007;4;22;niedziela;09;30;8;7;S;1028
1177232400;2007;4;22;niedziela;11;00;10;5;SSE;1028
1177236000;2007;4;22;niedziela;12;00;11;11;SSE;1028
1177239600;2007;4;22;niedziela;13;00;12;5;ESE;1028
1177245000;2007;4;22;niedziela;14;30;13;5;SSW;1027
1177246800;2007;4;22;niedziela;15;00;14;11;S;1027
1177752600;2007;4;28;sobota;11;30;22;11;N;1020
1177754400;2007;4;28;sobota;12;00;23;11;N;1020
1177759800;2007;4;28;sobota;13;30;25;12;NW;1019
1177761600;2007;4;28;sobota;14;00;24;12;NNW;1019
1177767000;2007;4;28;sobota;15;30;25;11;NNW;1018
1177768800;2007;4;28;sobota;16;00;24;11;NNW;1018
1177774200;2007;4;28;sobota;17;30;25;7;N;1017
1177776000;2007;4;28;sobota;18;00;24;9;NE;1017
1177781400;2007;4;28;sobota;19;30;22;12;E;1016
1177783200;2007;4;28;sobota;20;00;16;37;NE;1018
1177788600;2007;4;28;sobota;21;30;13;29;NE;1019
1177790400;2007;4;28;sobota;22;00;12;29;NE;1019
1177795800;2007;4;28;sobota;23;30;9;31;NE;1020
1177801200;2007;4;29;niedziela;01;00;7;25;ENE;1021
1177806600;2007;4;29;niedziela;02;30;6;24;NE;1021
1177808400;2007;4;29;niedziela;03;00;5;20;NNE;1022
1177813800;2007;4;29;niedziela;04;30;4;22;NNE;1022
1177815600;2007;4;29;niedziela;05;00;4;18;NNE;1022
1177821000;2007;4;29;niedziela;06;30;3;11;N;1022
1177822800;2007;4;29;niedziela;07;00;4;14;NNE;1023
1177828200;2007;4;29;niedziela;08;30;6;16;NNE;1023
1177830000;2007;4;29;niedziela;09;00;7;24;NNE;1023
1177848000;2007;4;29;niedziela;14;00;13;24;NE;1022
1177853400;2007;4;29;niedziela;15;30;13;18;NE;1021
1177855200;2007;4;29;niedziela;16;00;13;14;NE;1021
1177862400;2007;4;29;niedziela;18;00;13;14;NNE;1020
1177866000;2007;4;29;niedziela;19;00;13;12;NE;1020
1177869600;2007;4;29;niedziela;20;00;10;5;NNE;1020
1177873200;2007;4;29;niedziela;21;00;9;3;NNE;1020
1177876800;2007;4;29;niedziela;22;00;6;5;N;1020
1177880400;2007;4;29;niedziela;23;00;6;12;ENE;1020
1177911000;2007;4;30;poniedzia³ek;07;30;5;7;W;1019
1177914600;2007;4;30;poniedzia³ek;08;30;7;5;WNW;1019
1177916400;2007;4;30;poniedzia³ek;09;00;9;12;NW;1019
1177921800;2007;4;30;poniedzia³ek;10;30;11;12;WNW;1018
1177923600;2007;4;30;poniedzia³ek;11;00;12;14;NW;1018
1177936200;2007;4;30;poniedzia³ek;14;30;16;18;NNE;1016
1177939800;2007;4;30;poniedzia³ek;15;30;15;22;NNE;1016
1177941600;2007;4;30;poniedzia³ek;16;00;15;25;N;1016
1177947000;2007;4;30;poniedzia³ek;17;30;14;18;NNE;1016
1177961400;2007;4;30;poniedzia³ek;21;30;8;18;NE;1018
1177963200;2007;4;30;poniedzia³ek;22;00;7;18;NE;1018
1177968600;2007;4;30;poniedzia³ek;23;30;5;12;ENE;1019
1177993800;2007;5;1;wtorek;06;30;0;5;N;1021
1177997400;2007;5;1;wtorek;07;30;3;9;NNE;1021
1177999200;2007;5;1;wtorek;08;00;4;16;NE;1021
1178004600;2007;5;1;wtorek;09;30;6;14;NE;1021
1178013600;2007;5;1;wtorek;12;00;9;16;NNE;1021
1178017200;2007;5;1;wtorek;13;00;9;9;N;1020
1178020800;2007;5;1;wtorek;14;00;9;14;N;1020
1178024400;2007;5;1;wtorek;15;00;9;14;N;1020
1178028000;2007;5;1;wtorek;16;00;9;11;NE;1020
1178038800;2007;5;1;wtorek;19;00;9;9;NE;1019
1178042400;2007;5;1;wtorek;20;00;9;5;ESE;1019
1178046000;2007;5;1;wtorek;21;00;7;9;SE;1019
1178049600;2007;5;1;wtorek;22;00;6;5;S;1019
1178053200;2007;5;1;wtorek;23;00;3;0;;1019
1178060400;2007;5;2;¶roda;01;00;1;0;;1019
1178064000;2007;5;2;¶roda;02;00;1;1;S;1019
1178067600;2007;5;2;¶roda;03;00;0;0;;1019
1178071200;2007;5;2;¶roda;04;00;0;0;;1018
1178074800;2007;5;2;¶roda;05;00;1;0;;1018
1178078400;2007;5;2;¶roda;06;00;1;5;ESE;1018
1178082000;2007;5;2;¶roda;07;00;4;3;ESE;1018
1178134200;2007;5;2;¶roda;21;30;12;3;SSW;1014
1178137800;2007;5;2;¶roda;22;30;12;5;SW;1014
1178139600;2007;5;2;¶roda;23;00;11;1;SW;1014
1178166600;2007;5;3;czwartek;06;30;6;7;ENE;1015
1178170200;2007;5;3;czwartek;07;30;8;18;E;1015
1178172000;2007;5;3;czwartek;08;00;9;12;E;1016
1178181000;2007;5;3;czwartek;10;30;13;18;ENE;1016
1178182800;2007;5;3;czwartek;11;00;13;18;E;1017
1178188200;2007;5;3;czwartek;12;30;14;14;ENE;1017
1178190000;2007;5;3;czwartek;13;00;15;14;E;1017
1178206200;2007;5;3;czwartek;17;30;16;18;E;1016
1178211600;2007;5;3;czwartek;19;00;15;14;E;1015
1178215200;2007;5;3;czwartek;20;00;14;14;ENE;1016
1178218800;2007;5;3;czwartek;21;00;11;7;E;1016
1178222400;2007;5;3;czwartek;22;00;9;7;E;1016
1178226000;2007;5;3;czwartek;23;00;7;12;E;1016
1178254800;2007;5;4;pi±tek;07;00;6;9;E;1015
1178258400;2007;5;4;pi±tek;08;00;9;7;E;1015
1178262000;2007;5;4;pi±tek;09;00;12;7;E;1015
1178265600;2007;5;4;pi±tek;10;00;15;11;E;1015
1178269200;2007;5;4;pi±tek;11;00;16;12;SE;1015
1178272800;2007;5;4;pi±tek;12;00;17;11;ESE;1015
1178276400;2007;5;4;pi±tek;13;00;18;11;ESE;1014
1178280000;2007;5;4;pi±tek;14;00;18;12;SE;1013
1178283600;2007;5;4;pi±tek;15;00;19;11;E;1013
1178287200;2007;5;4;pi±tek;16;00;19;9;ESE;1012
1178298000;2007;5;4;pi±tek;19;00;18;14;ENE;1012
1178301600;2007;5;4;pi±tek;20;00;16;14;ENE;1012
1178305200;2007;5;4;pi±tek;21;00;14;11;ENE;1012
1178310600;2007;5;4;pi±tek;22;30;11;7;NE;1012
1178312400;2007;5;4;pi±tek;23;00;11;5;E;1012
1178319600;2007;5;5;sobota;01;00;10;9;ENE;1012
1178346600;2007;5;5;sobota;08;30;14;20;E;1013
1178348400;2007;5;5;sobota;09;00;15;18;E;1013
1178353800;2007;5;5;sobota;10;30;18;25;E;1013
1178355600;2007;5;5;sobota;11;00;19;27;E;1013
1178361000;2007;5;5;sobota;12;30;20;29;ENE;1014
1178362800;2007;5;5;sobota;13;00;20;25;E;1013
1178368200;2007;5;5;sobota;14;30;21;31;E;1013
